Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6
1737473053.0920937,-101.07421875,-238.28125,-15.13671875,-42.96875,-84.9609375,5857.16590575
1737473053.108125,-15.625,99.12109375,63.4765625,44.921875,7.32421875,5857.1825806
1737473053.1120312,161.1328125,314.94140625,100.5859375,108.3984375,199.21875,5857.18648685
1737473053.1159375,183.59375,219.23828125,80.078125,77.1484375,213.37890625,5857.1903931
1737473053.1198437,-28.3203125,-125.0,21.484375,-19.53125,35.15625,5857.19429935
1737473053.12375,-144.53125,-292.48046875,-23.4375,-47.8515625,-121.09375,5857.1982056
1737473053.1276562,-14.16015625,-58.59375,6.8359375,26.3671875,-81.54296875,5857.20211185
1737473053.1315625,160.15625,251.46484375,74.70703125,116.69921875,113.28125,5857.2060181
1737473053.1354687,175.78125,269.53125,93.26171875,103.515625,224.609375,5857.20992435
1737473053.139375,10.7421875,-80.078125,26.85546875,-17.08984375,94.7265625,5857.2138306
1737473053.1432812,-109.375,-387.20703125,-37.59765625,-34.1796875,-78.61328125,5857.21773685
1737473053.1471875,-49.8046875,-140.625,6.34765625,36.1328125,-95.703125,5857.2216431
1737473053.1510937,129.39453125,283.69140625,92.28515625,115.234375,78.61328125,5857.22554935
1737473053.153125,210.9375,238.28125,99.12109375,150.87890625,185.05859375,5857.2276559
1737473053.1570313,37.109375,-89.35546875,35.64453125,58.10546875,83.0078125,5857.23156215
1737473053.1609375,-109.86328125,-270.5078125,-17.08984375,-28.80859375,-72.75390625,5857.2354684
1737473053.1648438,-85.9375,-126.46484375,-0.48828125,-21.484375,-116.69921875,5857.23937465
1737473053.16875,91.796875,187.5,52.734375,75.1953125,48.828125,5857.2432809
1737473053.1726563,219.7265625,257.32421875,71.2890625,128.90625,207.51953125,5857.24718715
1737473053.1765625,61.5234375,-45.8984375,23.92578125,24.90234375,113.76953125,5857.2510934
1737473053.1804688,-114.74609375,-257.32421875,-23.4375,-48.828125,-72.75390625,5857.25499965
1737473053.184375,-72.75390625,-210.44921875,-8.30078125,21.97265625,-121.09375,5857.2589059
1737473053.1882813,93.26171875,125.0,47.8515625,113.76953125,43.45703125,5857.26281215
1737473053.1921875,177.734375,355.95703125,95.21484375,112.3046875,194.82421875,5857.2667184
1737473053.1960938,63.4765625,31.73828125,25.87890625,54.6875,89.35546875,5857.27062465
1737473053.198125,-155.2734375,-271.484375,-42.96875,-22.94921875,-29.296875,5857.2726015
1737473053.2020311,-142.08984375,-186.5234375,-1.953125,-16.6015625,-81.0546875,5857.27650775
1737473053.2059374,34.1796875,158.203125,51.7578125,0.9765625,-24.90234375,5857.280414
1737473053.2098436,148.4375,328.61328125,91.30859375,-41.50390625,185.546875,5857.28432025
1737473053.21375,89.35546875,77.63671875,22.94921875,12.6953125,145.01953125,5857.2882265
1737473053.2176561,-97.16796875,-231.93359375,-53.22265625,-25.87890625,-60.546875,5857.29213275
1737473053.2215624,-102.05078125,-229.4921875,-16.11328125,5.37109375,-132.32421875,5857.296039
1737473053.2254686,-30.2734375,126.46484375,34.66796875,46.38671875,-17.578125,5857.29994525
1737473053.229375,-56.15234375,304.19921875,45.41015625,-41.9921875,144.53125,5857.3038515
1737473053.2332811,66.89453125,133.30078125,11.23046875,9.27734375,146.484375,5857.30775775
1737473053.2371874,-100.09765625,-76.171875,-23.92578125,-14.6484375,14.16015625,5857.311664
1737473053.2410936,-311.5234375,-193.84765625,-36.1328125,-123.53515625,-81.0546875,5857.31557025
1737473053.244125,-196.77734375,62.01171875,-1.46484375,-145.01953125,-13.18359375,5857.3186372
1737473053.2480311,206.54296875,284.1796875,53.22265625,179.6875,164.0625,5857.32254345
1737473053.2519374,369.62890625,114.74609375,18.5546875,293.45703125,140.625,5857.3264497
1737473053.2558436,-19.04296875,-206.0546875,-55.6640625,-12.6953125,-32.71484375,5857.33035595
1737473053.25975,-55.17578125,-312.01171875,-93.75,-39.55078125,-71.2890625,5857.3342622
1737473053.2636561,200.68359375,-20.5078125,-34.66796875,138.18359375,-56.15234375,5857.33816845
1737473053.2675624,290.52734375,273.4375,29.296875,174.31640625,108.88671875,5857.3420747
1737473053.2714686,219.7265625,155.76171875,9.765625,129.39453125,183.59375,5857.34598095
1737473053.275375,53.7109375,-218.26171875,-70.80078125,16.11328125,-8.30078125,5857.3498872
1737473053.2792811,-74.70703125,-250.9765625,-87.890625,-55.17578125,-110.83984375,5857.35379345
1737473053.2831874,-4.39453125,-4.39453125,-41.015625,5.37109375,-56.640625,5857.3576997
1737473053.2870936,165.52734375,243.65234375,11.23046875,89.84375,93.75,5857.36160595
1737473053.288125,217.7734375,236.328125,13.671875,91.796875,198.2421875,5857.3625697
1737473053.2920313,52.734375,-103.02734375,-51.26953125,5.859375,70.80078125,5857.36647595
1737473053.2959375,-85.44921875,-315.4296875,-100.09765625,-43.9453125,-101.07421875,5857.3703822
1737473053.2998438,-45.8984375,-105.95703125,-66.89453125,10.7421875,-113.28125,5857.37428845
1737473053.30375,122.0703125,202.63671875,2.44140625,109.86328125,41.9921875,5857.3781947
1737473053.3076563,210.9375,207.03125,12.6953125,136.23046875,162.59765625,5857.38210095
1737473053.3115625,69.3359375,-119.140625,-48.828125,88.37890625,30.76171875,5857.3860072
1737473053.3154688,-75.68359375,-382.8125,-104.98046875,-2.44140625,-125.0,5857.38991345
1737473053.319375,-51.26953125,-167.96875,-68.359375,-5.859375,-89.35546875,5857.3938197
1737473053.3232813,98.14453125,266.11328125,17.578125,84.9609375,60.05859375,5857.39772595
1737473053.3271875,187.5,268.5546875,27.34375,111.328125,150.390625,5857.4016322
1737473053.3310938,52.734375,-69.3359375,-29.296875,28.3203125,38.57421875,5857.40553845
1737473053.333125,-110.3515625,-270.99609375,-73.2421875,-60.546875,-79.58984375,5857.4076207
1737473053.3370314,-77.1484375,-164.0625,-53.22265625,-37.109375,-125.9765625,5857.41152695
1737473053.3409376,141.11328125,131.34765625,12.20703125,72.75390625,-33.69140625,5857.4154332
1737473053.3448439,239.2578125,255.859375,36.1328125,142.08984375,109.86328125,5857.41933945
1737473053.34875,66.40625,13.671875,-8.30078125,56.640625,51.7578125,5857.4232457
1737473053.3526564,-112.79296875,-292.48046875,-58.10546875,-62.01171875,-93.26171875,5857.42715195
1737473053.3565626,-141.6015625,-283.69140625,-59.08203125,-76.171875,-162.59765625,5857.4310582
1737473053.3604689,22.94921875,58.10546875,2.9296875,28.3203125,-69.3359375,5857.43496445
1737473053.364375,187.5,324.70703125,55.6640625,96.6796875,84.9609375,5857.4388707
1737473053.3682814,93.26171875,114.2578125,27.34375,41.015625,79.1015625,5857.44277695
1737473053.3721876,-109.86328125,-259.765625,-34.1796875,-47.36328125,-38.57421875,5857.4466832
1737473053.3760939,-160.64453125,-240.234375,-33.203125,-50.29296875,-112.3046875,5857.45058945
1737473053.378125,-5.37109375,150.87890625,32.71484375,28.3203125,-61.03515625,5857.4525748
1737473053.3820312,183.59375,335.44921875,68.359375,102.05078125,105.95703125,5857.45648105
1737473053.3859375,144.04296875,121.09375,34.66796875,80.56640625,92.28515625,5857.4603873
1737473053.3898437,-64.453125,-187.98828125,-21.97265625,-13.671875,-49.31640625,5857.46429355
1737473053.39375,-125.0,-221.19140625,-26.3671875,-28.80859375,-67.3828125,5857.4681998
1737473053.3976562,15.13671875,42.96875,32.71484375,39.0625,-54.6875,5857.47210605
1737473053.4015625,166.9921875,206.54296875,70.80078125,112.3046875,56.640625,5857.4760123
1737473053.4054687,148.92578125,137.20703125,54.19921875,101.5625,113.76953125,5857.47991855
1737473053.409375,-36.62109375,-111.328125,4.39453125,17.578125,-2.9296875,5857.4838248
1737473053.4132812,-139.6484375,-254.8828125,-25.87890625,-29.296875,-74.21875,5857.48773105
1737473053.4171875,8.7890625,30.2734375,25.390625,45.41015625,4.8828125,5857.4916373
1737473053.4210937,190.91796875,295.8984375,88.37890625,130.37109375,142.578125,5857.49554355
1737473053.424125,164.0625,215.33203125,76.66015625,105.95703125,135.7421875,5857.4979871
1737473053.4280312,-15.625,-145.99609375,8.30078125,14.6484375,9.765625,5857.50189335
1737473053.4319375,-119.62890625,-293.9453125,-9.765625,-35.64453125,-1.953125,5857.5057996
1737473053.4358437,-45.41015625,9.765625,46.875,14.16015625,-10.7421875,5857.50970585
1737473053.43975,174.31640625,291.9921875,97.16796875,102.5390625,88.37890625,5857.5136121
1737473053.4436562,225.09765625,155.76171875,82.03125,108.88671875,155.76171875,5857.51751835
1737473053.4475625,6.8359375,-182.12890625,19.04296875,51.26953125,55.17578125,5857.5214246
1737473053.4514687,-139.6484375,-217.28515625,5.37109375,-1.46484375,-20.5078125,5857.52533085
1737473053.455375,-73.2421875,-15.625,41.50390625,7.32421875,-63.96484375,5857.5292371
1737473053.4592812,142.578125,238.28125,92.28515625,94.23828125,64.453125,5857.53314335
1737473053.4631875,194.82421875,268.06640625,100.5859375,107.91015625,185.546875,5857.5370496
1737473053.4670937,-1.46484375,-51.7578125,41.50390625,17.08984375,34.1796875,5857.54095585
1737473053.483125,-130.859375,-268.06640625,-6.8359375,-42.96875,-84.47265625,5857.5575546
1737473053.4870312,-80.56640625,-124.0234375,21.484375,-8.7890625,-74.70703125,5857.56146085
1737473053.4909375,95.703125,220.703125,96.19140625,83.984375,49.8046875,5857.5653671
1737473053.4948437,189.94140625,317.3828125,111.328125,104.00390625,199.21875,5857.56927335
1737473053.49875,58.59375,-6.8359375,49.31640625,19.53125,119.62890625,5857.5731796
1737473053.5026562,-105.46875,-346.19140625,-13.18359375,-53.7109375,-29.296875,5857.57708585
1737473053.5065625,-104.00390625,-213.37890625,13.18359375,-23.4375,-112.3046875,5857.5809921
1737473053.5104687,68.359375,236.81640625,102.5390625,83.984375,20.5078125,5857.58489835
1737473053.514375,180.17578125,311.5234375,127.44140625,114.74609375,186.5234375,5857.5888046
1737473053.5182812,72.265625,-13.18359375,69.3359375,36.62109375,108.3984375,5857.59271085
1737473053.5221875,-94.7265625,-232.421875,21.484375,-57.12890625,-28.80859375,5857.5966171
1737473053.5260937,-118.1640625,-148.92578125,39.55078125,-59.08203125,-72.75390625,5857.60052335
1737473053.528125,55.6640625,150.87890625,97.16796875,47.8515625,10.7421875,5857.6025812
1737473053.5320313,189.453125,294.921875,131.34765625,120.60546875,181.640625,5857.60648745
1737473053.5359375,86.42578125,73.73046875,95.21484375,46.38671875,145.01953125,5857.6103937
1737473053.5398438,-71.2890625,-242.67578125,30.76171875,-32.2265625,-2.9296875,5857.61429995
1737473053.54375,-87.890625,-282.71484375,31.25,-3.90625,-54.19921875,5857.6182062
1737473053.5476563,68.84765625,66.40625,104.4921875,96.19140625,10.25390625,5857.62211245
1737473053.5515625,201.171875,330.078125,149.90234375,131.8359375,143.5546875,5857.6260187
1737473053.5554688,130.859375,191.40625,113.76953125,54.19921875,166.50390625,5857.62992495
1737473053.559375,-45.8984375,-223.14453125,19.04296875,-37.109375,16.11328125,5857.6338312
1737473053.5632813,-104.00390625,-291.9921875,-5.859375,-38.57421875,-86.42578125,5857.63773745
1737473053.5671875,38.57421875,149.4140625,79.1015625,52.24609375,-17.578125,5857.6416437
1737473053.5710938,221.6796875,359.375,117.67578125,126.46484375,141.11328125,5857.64554995
1737473053.574125,205.078125,192.3828125,81.54296875,126.46484375,166.015625,5857.6478616
1737473053.5780313,-12.20703125,-135.25390625,14.6484375,28.3203125,16.11328125,5857.65176785
1737473053.5819376,-118.1640625,-216.796875,-5.37109375,-32.2265625,-101.07421875,5857.6556741
1737473053.5858438,34.66796875,88.37890625,59.5703125,59.08203125,-38.0859375,5857.65958035
1737473053.58975,222.16796875,338.37890625,108.88671875,131.34765625,159.1796875,5857.6634866
1737473053.5936563,208.984375,214.35546875,90.8203125,83.49609375,210.44921875,5857.66739285
1737473053.5975626,22.4609375,-166.015625,23.92578125,-0.9765625,9.27734375,5857.6712991
1737473053.6014688,-69.3359375,-265.13671875,-6.8359375,-13.671875,-104.4921875,5857.67520535
1737473053.605375,35.15625,-34.1796875,32.2265625,65.4296875,-39.55078125,5857.6791116
1737473053.6092813,180.17578125,275.87890625,97.16796875,150.87890625,120.1171875,5857.68301785
1737473053.6131876,195.3125,350.5859375,119.62890625,118.65234375,244.62890625,5857.6869241
1737473053.6170938,13.671875,-81.54296875,27.83203125,6.8359375,64.453125,5857.69083035
1737473053.618125,-108.3984375,-280.2734375,-25.390625,-58.59375,-118.1640625,5857.6926325
1737473053.6220312,-4.8828125,6.34765625,32.71484375,5.859375,-66.40625,5857.69653875
1737473053.6259375,169.921875,300.78125,90.8203125,130.37109375,99.12109375,5857.700445
1737473053.6298437,196.77734375,268.5546875,87.890625,132.8125,203.125,5857.70435125
1737473053.63375,31.73828125,-89.35546875,20.5078125,16.6015625,70.80078125,5857.7082575
1737473053.6376562,-114.74609375,-274.4140625,-25.390625,-40.52734375,-83.984375,5857.71216375
1737473053.6415625,-80.56640625,-35.64453125,10.7421875,6.34765625,-51.26953125,5857.71607
1737473053.6454687,117.67578125,226.07421875,62.98828125,60.05859375,87.40234375,5857.71997625
1737473053.649375,201.171875,249.0234375,65.4296875,82.51953125,208.0078125,5857.7238825
1737473053.6532812,28.3203125,28.80859375,25.87890625,49.8046875,144.53125,5857.72778875
1737473053.6571875,-121.58203125,-207.51953125,-18.5546875,-62.5,-28.80859375,5857.731695
1737473053.6610937,-73.73046875,-141.6015625,-20.99609375,-87.40234375,-98.6328125,5857.73560125
1737473053.663125,78.61328125,222.16796875,44.921875,100.5859375,56.640625,5857.7375606
1737473053.6670313,168.9453125,393.5546875,89.35546875,187.01171875,265.625,5857.74146685
1737473053.6709375,-0.48828125,56.15234375,26.85546875,70.3125,209.47265625,5857.7453731
1737473053.6748438,-242.1875,-226.5625,-51.26953125,-67.3828125,-7.8125,5857.74927935
1737473053.67875,-192.3828125,-148.4375,-45.8984375,-50.29296875,-94.23828125,5857.7531856
1737473053.6826563,145.01953125,131.8359375,21.97265625,81.0546875,29.296875,5857.75709185
1737473053.6865625,318.359375,298.33984375,53.7109375,129.39453125,197.75390625,5857.7609981
1737473053.6904688,157.71484375,15.625,2.9296875,61.5234375,172.8515625,5857.76490435
1737473053.694375,-57.12890625,-253.41796875,-53.22265625,-36.1328125,-8.7890625,5857.7688106
1737473053.6982813,-83.984375,-142.578125,-34.66796875,-36.62109375,-108.88671875,5857.77271685
1737473053.7021875,75.1953125,152.83203125,20.01953125,68.359375,16.6015625,5857.7766231
1737473053.7060938,187.98828125,319.3359375,41.9921875,116.69921875,225.5859375,5857.78052935
1737473053.709125,140.625,108.88671875,-4.39453125,40.0390625,196.2890625,5857.7835602
1737473053.7130313,-4.39453125,-166.9921875,-64.94140625,-52.24609375,1.46484375,5857.78746645
1737473053.7169375,-57.12890625,-221.19140625,-73.73046875,-63.4765625,-88.8671875,5857.7913727
1737473053.7208438,68.84765625,83.0078125,-18.06640625,32.71484375,8.30078125,5857.79527895
1737473053.72475,240.234375,361.81640625,39.0625,126.953125,227.05078125,5857.7991852
1737473053.7286563,192.3828125,173.33984375,8.30078125,70.80078125,250.48828125,5857.80309145
1737473053.7325625,9.27734375,-207.03125,-65.4296875,-16.6015625,76.66015625,5857.8069977
1737473053.7364688,-90.8203125,-303.7109375,-71.2890625,-51.7578125,-77.1484375,5857.81090395
1737473053.740375,-32.71484375,118.65234375,-0.48828125,8.7890625,-2.44140625,5857.8148102
1737473053.7442813,151.85546875,353.02734375,42.96875,86.9140625,189.453125,5857.81871645
1737473053.7481875,145.99609375,184.5703125,19.04296875,54.19921875,221.6796875,5857.8226227
1737473053.7520938,-43.9453125,-147.94921875,-47.8515625,-32.71484375,20.5078125,5857.82652895
1737473053.753125,-95.21484375,-245.1171875,-55.6640625,-36.62109375,-124.0234375,5857.8275169
1737473053.7570312,58.10546875,34.1796875,4.8828125,83.0078125,-31.25,5857.83142315
1737473053.7609375,206.0546875,274.4140625,49.31640625,147.94921875,167.48046875,5857.8353294
1737473053.7648437,152.83203125,191.89453125,29.78515625,107.421875,232.421875,5857.83923565
1737473053.76875,-40.52734375,-113.76953125,-28.80859375,3.90625,46.875,5857.8431419
1737473053.7726562,-121.09375,-261.23046875,-60.05859375,-68.359375,-86.42578125,5857.84704815
1737473053.7765625,-105.46875,-109.86328125,-41.9921875,-40.52734375,-67.87109375,5857.8509544
1737473053.7804687,16.11328125,229.00390625,18.06640625,2.9296875,107.91015625,5857.85486065
1737473053.784375,234.86328125,349.12109375,37.109375,110.3515625,256.34765625,5857.8587669
1737473053.7882812,83.984375,-39.55078125,-29.78515625,73.2421875,109.375,5857.86267315
1737473053.7921875,-226.07421875,-274.90234375,-54.19921875,-107.91015625,-89.84375,5857.8665794
1737473053.7960937,-155.2734375,-38.57421875,-29.78515625,-125.9765625,-70.80078125,5857.87048565
1737473053.798125,106.93359375,264.6484375,23.92578125,35.15625,144.04296875,5857.8726776
1737473053.8020313,93.26171875,268.06640625,41.50390625,97.65625,288.0859375,5857.87658385
1737473053.8059375,74.70703125,-39.0625,-19.04296875,107.91015625,166.9921875,5857.8804901
1737473053.8098438,-98.14453125,-220.21484375,-52.734375,-32.2265625,-42.96875,5857.88439635
1737473053.81375,-102.05078125,-89.35546875,-43.9453125,-66.40625,-79.1015625,5857.8883026
1737473053.8176563,145.5078125,183.10546875,-18.5546875,85.9375,134.765625,5857.89220885
1737473053.8215625,107.421875,288.0859375,-21.484375,48.828125,306.640625,5857.8961151
1737473053.8254688,-57.6171875,47.36328125,-25.87890625,-3.41796875,225.5859375,5857.90002135
1737473053.829375,-149.90234375,-188.4765625,-84.9609375,-45.8984375,11.71875,5857.9039276
1737473053.8332813,-117.1875,-167.96875,-76.66015625,23.92578125,-60.05859375,5857.90783385
1737473053.8371875,-39.0625,187.98828125,-16.11328125,63.96484375,132.8125,5857.9117401
1737473053.8410938,-34.1796875,361.328125,12.6953125,48.828125,336.42578125,5857.91564635
1737473053.858125,-82.51953125,44.43359375,-1.953125,18.5546875,288.0859375,5857.9326356
1737473053.8620312,-151.3671875,-253.90625,-65.91796875,-104.00390625,69.3359375,5857.93654185
1737473053.8659375,59.5703125,-220.21484375,-85.44921875,-33.69140625,-26.3671875,5857.9404481
1737473053.8698437,220.703125,168.45703125,-21.484375,139.6484375,169.921875,5857.94435435
1737473053.87375,240.234375,308.59375,37.59765625,147.4609375,368.65234375,5857.9482606
1737473053.8776562,199.70703125,24.90234375,-7.8125,100.09765625,344.23828125,5857.95216685
1737473053.8815625,53.22265625,-252.44140625,-79.1015625,75.1953125,120.1171875,5857.9560731
1737473053.8854687,-40.52734375,-175.78125,-72.265625,12.6953125,22.4609375,5857.95997935
1737473053.889375,113.76953125,140.625,-20.5078125,33.203125,187.98828125,5857.9638856
1737473053.8932812,301.7578125,225.5859375,11.71875,236.328125,373.53515625,5857.96779185
1737473053.8971875,245.60546875,104.00390625,0.0,256.8359375,403.80859375,5857.9716981
1737473053.9010937,20.5078125,-122.55859375,-48.828125,79.58984375,204.1015625,5857.97560435
1737473053.904125,-82.03125,-215.33203125,-71.77734375,7.8125,62.98828125,5857.9778862
1737473053.9080312,74.70703125,76.171875,-15.625,103.02734375,196.2890625,5857.98179245
1737473053.9119375,224.12109375,316.40625,39.55078125,165.52734375,409.1796875,5857.9856987
1737473053.9158437,203.125,206.54296875,10.25390625,118.65234375,479.98046875,5857.98960495
1737473053.91975,32.71484375,-159.66796875,-72.265625,62.98828125,291.015625,5857.9935112
1737473053.9236562,-60.05859375,-264.6484375,-93.75,49.8046875,125.48828125,5857.99741745
1737473053.9275625,101.5625,54.19921875,-33.203125,147.4609375,241.2109375,5858.0013237
1737473053.9314687,250.48828125,325.1953125,17.578125,210.44921875,445.80078125,5858.00522995
1737473053.935375,232.421875,148.92578125,-3.90625,181.640625,472.65625,5858.0091362
1737473053.9392812,98.6328125,-181.15234375,-51.26953125,137.6953125,308.59375,5858.01304245
1737473053.9431875,21.484375,-177.734375,-52.734375,109.86328125,209.47265625,5858.0169487
1737473053.9470937,76.171875,24.90234375,-28.80859375,131.8359375,269.53125,5858.02085495
1737473053.948125,226.07421875,203.61328125,0.48828125,194.3359375,425.78125,5858.022556
1737473053.9520311,267.578125,188.96484375,0.9765625,178.22265625,498.53515625,5858.02646225
1737473053.9559374,124.51171875,-33.203125,-38.0859375,119.62890625,390.625,5858.0303685
1737473053.9598436,25.390625,-186.03515625,-65.91796875,84.9609375,241.2109375,5858.03427475
1737473053.96375,66.89453125,-30.76171875,-37.59765625,120.60546875,268.06640625,5858.038181
1737473053.9676561,216.796875,183.10546875,0.9765625,183.59375,446.77734375,5858.04208725
1737473053.9715624,275.390625,163.57421875,-3.41796875,175.29296875,491.69921875,5858.0459935
1737473053.9754686,136.23046875,-63.96484375,-43.9453125,119.140625,357.91015625,5858.04989975
1737473053.979375,9.27734375,-248.53515625,-78.125,90.33203125,222.16796875,5858.053806
1737473053.9832811,62.98828125,-84.47265625,-45.41015625,132.8125,237.3046875,5858.05771225
1737473053.9871874,197.75390625,189.94140625,7.8125,162.59765625,373.53515625,5858.0616185
1737473053.9910936,220.703125,123.046875,-1.46484375,124.0234375,393.06640625,5858.06552475
1737473053.995125,133.30078125,-72.265625,-29.78515625,86.9140625,293.45703125,5858.0689683
1737473053.9990313,56.15234375,-158.203125,-54.6875,84.9609375,207.51953125,5858.07287455
1737473054.0029376,60.05859375,-91.796875,-35.64453125,91.796875,186.5234375,5858.0767808
1737473054.0068438,142.578125,45.41015625,1.953125,113.76953125,234.375,5858.08068705
1737473054.01075,190.4296875,45.8984375,3.90625,100.09765625,251.46484375,5858.0845933
1737473054.0146563,90.33203125,-83.984375,-10.7421875,88.8671875,183.10546875,5858.08849955
1737473054.0185626,-4.8828125,-165.0390625,-26.3671875,68.84765625,125.48828125,5858.0924058
1737473054.0224688,24.90234375,-136.23046875,-28.3203125,46.875,124.51171875,5858.09631205
1737473054.026375,109.86328125,2.9296875,-4.39453125,70.80078125,176.7578125,5858.1002183
1737473054.0302813,173.33984375,146.484375,26.3671875,58.10546875,234.375,5858.10412455
1737473054.0341876,104.98046875,2.9296875,9.765625,72.265625,166.50390625,5858.1080308
1737473054.0380938,24.90234375,-152.34375,-12.6953125,96.6796875,86.42578125,5858.11193705
1737473054.039125,20.5078125,-121.09375,-1.953125,83.49609375,70.80078125,5858.1130748
