Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6
1737472644.951125,-294.921875,-244.140625,65.91796875,-365.72265625,-629.8828125,5449.0253779
1737472644.9550312,-923.828125,-417.48046875,-15.625,-1000.0,-937.98828125,5449.02928415
1737472644.9589374,-233.88671875,119.140625,-130.37109375,-204.1015625,-671.38671875,5449.0331904
1737472644.9628437,793.9453125,538.57421875,-107.421875,875.48828125,-204.1015625,5449.03709665
1737472644.96675,852.5390625,339.35546875,4.8828125,875.9765625,-155.76171875,5449.0410029
1737472644.9706562,-200.1953125,-191.40625,62.98828125,-234.86328125,-561.03515625,5449.04490915
1737472644.9745624,-912.109375,-407.2265625,5.859375,-1000.0,-920.8984375,5449.0488154
1737472644.9784687,-350.5859375,6.8359375,-101.5625,-322.75390625,-720.703125,5449.05272165
1737472644.982375,696.77734375,383.30078125,-99.609375,786.62109375,-307.6171875,5449.0566279
1737472644.9862812,886.23046875,424.31640625,-24.4140625,917.96875,-145.01953125,5449.06053415
1737472644.9901874,-75.1953125,-3.41796875,62.98828125,-146.484375,-449.70703125,5449.0644404
1737472644.9940937,-845.703125,-419.921875,38.57421875,-978.02734375,-902.83203125,5449.06834665
1737472644.995125,-477.5390625,-69.3359375,-86.9140625,-477.05078125,-770.5078125,5449.0693077
1737472644.9990313,558.59375,470.21484375,-114.74609375,616.2109375,-294.921875,5449.07321395
1737472645.0029376,947.75390625,498.53515625,-20.01953125,966.796875,-104.4921875,5449.0771202
1737472645.0068438,53.22265625,-24.90234375,77.1484375,9.765625,-395.99609375,5449.08102645
1737472645.01075,-826.66015625,-411.1328125,38.57421875,-926.7578125,-829.58984375,5449.0849327
1737472645.0146563,-596.19140625,-143.06640625,-83.984375,-573.2421875,-803.7109375,5449.08883895
1737472645.0185626,428.22265625,402.34375,-119.62890625,522.94921875,-343.75,5449.0927452
1737472645.0224688,-997.0703125,479.4921875,-20.5078125,-969.7265625,-74.70703125,5449.09665145
1737472645.026375,222.16796875,-59.5703125,79.1015625,189.94140625,-368.1640625,5449.1005577
1737472645.0302813,-792.96875,-360.83984375,40.0390625,-890.13671875,-824.21875,5449.10446395
1737472645.0341876,-713.37890625,-137.6953125,-47.8515625,-755.859375,-848.14453125,5449.1083702
1737472645.0380938,319.82421875,361.328125,-94.23828125,379.8828125,-409.66796875,5449.11227645
1737472645.040125,997.55859375,574.21875,-42.96875,-968.26171875,-71.77734375,5449.114269
1737472645.0440311,361.81640625,153.80859375,71.77734375,299.31640625,-289.0625,5449.11817525
1737472645.0479374,-662.59765625,-326.171875,74.70703125,-777.34375,-753.90625,5449.1220815
1737472645.0518436,-767.578125,-263.671875,-41.015625,-822.265625,-882.8125,5449.12598775
1737472645.05575,193.359375,293.9453125,-115.72265625,269.53125,-488.28125,5449.129894
1737472645.0596561,982.421875,549.31640625,-58.59375,-957.51953125,-93.26171875,5449.13380025
1737472645.0635624,499.0234375,148.92578125,57.6171875,474.12109375,-261.23046875,5449.1377065
1737472645.0674686,-541.015625,-409.66796875,74.21875,-624.51171875,-729.98046875,5449.14161275
1737472645.071375,-834.9609375,-361.81640625,-42.48046875,-897.4609375,-914.55078125,5449.145519
1737472645.0752811,75.1953125,304.19921875,-127.44140625,128.41796875,-536.62109375,5449.14942525
1737472645.0791874,976.07421875,580.078125,-65.91796875,-961.9140625,-103.02734375,5449.1533315
1737472645.0830936,625.0,217.7734375,52.24609375,609.375,-220.21484375,5449.15723775
1737472645.085125,-490.72265625,-245.60546875,72.75390625,-532.71484375,-678.7109375,5449.1595275
1737472645.0890312,-905.2734375,-313.4765625,-12.6953125,-940.4296875,-916.9921875,5449.16343375
1737472645.0929375,-16.6015625,155.2734375,-101.5625,36.1328125,-607.421875,5449.16734
1737472645.0968437,912.109375,552.24609375,-84.47265625,997.0703125,-133.30078125,5449.17124625
1737472645.10075,755.37109375,317.87109375,33.203125,738.28125,-166.9921875,5449.1751525
1737472645.1046562,-321.77734375,-232.421875,84.47265625,-390.625,-604.98046875,5449.17905875
1737472645.1085625,-868.65234375,-458.0078125,20.01953125,-926.26953125,-925.29296875,5449.182965
1737472645.1124687,-151.3671875,27.34375,-101.07421875,-100.09765625,-681.640625,5449.18687125
1737472645.116375,784.66796875,588.8671875,-100.09765625,878.90625,-174.8046875,5449.1907775
1737472645.1202812,827.63671875,407.71484375,32.2265625,835.9375,-117.67578125,5449.19468375
1737472645.1241875,-218.26171875,-199.21875,82.51953125,-266.11328125,-576.66015625,5449.19859
1737472645.1280937,-942.3828125,-404.296875,14.16015625,-1000.0,-947.265625,5449.20249625
