Timestamp,Channel_1,Channel_2,Channel_3,Channel_4
1737472644.9969423,0.1360474608,0.042419464000000004,0.9772345872,5449.0714695076895
1737472644.9969616,0.13177499680000002,0.045227083200000004,0.9895636976000001,5449.07148873846
1737472644.9969807,0.1308594688,0.0510254272,0.9910895776,5449.07150796923
1737472645.0459423,0.1364747072,0.0548706448,0.9876105712000001,5449.11986430769
1737472645.0459616,0.1439820368,0.059204144,0.9837043184,5449.11988353846
1737472645.0459807,0.1450196352,0.062316939200000004,0.9825446496,5449.11990276923
1737472645.1019423,0.1527711056,0.065307664,0.9906623312,5449.17652290769
1737472645.1019616,0.15869152,0.0678101072,0.9974372384,5449.176542138461
1737472645.1019807,0.1653443568,0.065918016,0.9950568656000001,5449.1765613692305
1737472645.1619422,0.166626096,0.0668945792,0.9885260992,5449.2365174076895
1737472645.1619616,0.1703492432,0.0716553248,0.9937140912,5449.23653663846
1737472645.1619806,0.173034792,0.07781988000000001,0.9944465136,5449.23655586923
1737472645.2219422,0.1744386016,0.0828247664,0.992127176,5449.29641290769
1737472645.2219615,0.1802369456,0.0868530896,0.9862677968,5449.296432138461
1737472645.2219806,0.181884896,0.0880737936,0.9843146704,5449.29645136923
1737472645.2859423,0.1832887056,0.0880127584,0.9940803024,5449.35994460769
1737472645.2859616,0.1822511072,0.0882568992,0.9942023728,5449.35996383846
1737472645.2859807,0.1812135088,0.08850104,0.9896857680000001,5449.35998306923
1737472645.3309424,0.1829835296,0.0892334624,0.986634008,5449.40481610769
1737472645.3309617,0.1856690784,0.0944824896,0.9835212128,5449.4048353384605
1737472645.3309808,0.1918336336,0.0992432352,0.9822394736,5449.40485456923
1737472645.3869424,0.1857911488,0.1009522208,0.9877936768000001,5449.46158620769
1737472645.3869617,0.185852184,0.10308845280000001,0.9933478800000001,5449.4616054384605
1737472645.3869808,0.1909181056,0.105590896,0.9959723936,5449.46162466923
1737472645.4469423,0.19592299200000002,0.1088257616,0.992737528,5449.521575707689
1737472645.4469616,0.197143696,0.1125489088,0.9855964096000001,5449.52159493846
1737472645.4469807,0.1955567808,0.1127320144,0.98266672,5449.52161416923
1737472645.5069423,0.1964723088,0.11547859840000001,0.9847419168,5449.58150320769
1737472645.5069616,0.1946412528,0.1163941264,0.9906623312,5449.5815224384605
1737472645.5069807,0.1962892032,0.1180420768,0.9893195568,5449.58154166923
1737472645.5669422,0.196228168,0.116577232,0.986328832,5449.641526507689
1737472645.5669615,0.1896974016,0.1156006688,0.9895636976000001,5449.64154573846
1737472645.5669806,0.1830445648,0.11267097920000001,0.9896857680000001,5449.64156496923
1737472645.6159422,0.1883546272,0.1132813312,0.9802863472000001,5449.68999830769
1737472645.6159616,0.1878053104,0.11407478880000001,0.9752814608,5449.690017538461
1737472645.6159806,0.1889649792,0.1124878736,0.98266672,5449.690036769231
1737472645.6869423,0.18841566240000002,0.1133423664,0.9879767824,5449.761621107689
1737472645.6869617,0.1866456416,0.11505135200000001,0.99029612,5449.76164033846
1737472645.6869807,0.1892701552,0.1197510624,0.9893195568,5449.76165956923
1737472645.7319424,0.18920912,0.1191407104,0.985108128,5449.80662120769
1737472645.7319617,0.191040176,0.1188355344,0.9840094944000001,5449.806640438461
1737472645.7319808,0.1904908592,0.1191407104,0.9833381072,5449.806659669231
1737472645.7959423,0.1936646896,0.1182251824,0.9839484592000001,5449.87002570769
1737472645.7959616,0.1904908592,0.11645516160000001,0.9833991424,5449.8700449384605
1737472645.7959807,0.1805421216,0.1133423664,0.988465064,5449.87006416923
1737472645.8529422,0.17108166560000002,0.1135865072,0.9885260992,5449.92681960769
1737472645.8529615,0.1694947504,0.11572273920000001,0.981751192,5449.926838838461
1737472645.8529806,0.1693116448,0.1135865072,0.978699432,5449.926858069231
1737472645.9119422,0.165710568,0.1121826976,0.9827887904,5449.98657660769
1737472645.9119616,0.1714478768,0.114135824,0.9822394736,5449.986595838461
1737472645.9119806,0.1726685808,0.1142578944,0.9849250224,5449.9866150692305
1737472645.9719422,0.1666871312,0.1109009584,0.9826056848,5450.046529407689
1737472645.9719615,0.154419056,0.10986336000000001,0.986328832,5450.04654863846
1737472645.9719806,0.1581422032,0.11712654880000001,0.9786383968,5450.04656786923
1737472646.0319424,0.1636964064,0.1239624912,0.977173552,5450.10655950769
1737472646.0319617,0.15411388,0.1225586816,0.9837653536000001,5450.1065787384605
1737472646.0319808,0.148315536,0.1251831952,0.9808966992,5450.10659796923
1737472646.0809424,0.1543580208,0.132141208,0.9762580240000001,5450.15536850769
1737472646.0809617,0.1744386016,0.14300547360000002,0.966187216,5450.15538773846
1737472646.0809808,0.1836549168,0.1486817472,0.9696662224,5450.15540696923
1737472646.1369424,0.1828614592,0.1494752048,0.9849250224,5450.21160820769
1737472646.1369617,0.1764527632,0.1564332176,0.9914557888000001,5450.211627438461
1737472646.1369808,0.1802979808,0.1653443568,0.9904181904,5450.2116466692305
1737472646.1969423,0.1845094096,0.1693116448,0.9859626208,5450.2715922076895
1737472646.1969616,0.1862183952,0.173645144,0.9913337184000001,5450.27161143846
1737472646.1969807,0.18603528960000001,0.176391728,0.9987800128000001,5450.27163066923
1737472646.2569423,0.18652357120000002,0.1827393888,0.9956672176,5450.33153990769
1737472646.2569616,0.1890260144,0.1829224944,0.98877024,5450.331559138461
1737472646.2569807,0.18701185280000002,0.1821290368,0.981751192,5450.331578369231
1737472646.3179424,0.1766358688,0.1765748336,0.9802863472000001,5450.39217570769
1737472646.3179617,0.1783448544,0.1755982704,0.9816901568,5450.39219493846
1737472646.3179808,0.1798707344,0.173034792,0.9809577344,5450.39221416923
1737472646.3659422,0.18701185280000002,0.173034792,0.9727790176000001,5450.440080507689
1737472646.3659616,0.187378064,0.1710206304,0.9795539248,5450.44009973846
1737472646.3659806,0.1873170288,0.1712647712,0.9828498256,5450.44011896923
1737472646.4219422,0.17529309440000002,0.1747437776,0.9733893696,5450.496536607689
1737472646.4219615,0.1714478768,0.1795655584,0.9708258912000001,5450.49655583846
1737472646.4219806,0.1683350816,0.1810304032,0.9736945456,5450.49657506923
1737472646.4829423,0.1694337152,0.1793214176,0.9749152496,5450.55668210769
1737472646.4829617,0.1667481664,0.174255496,0.9874274656,5450.556701338461
1737472646.4829807,0.1606446464,0.1703492432,0.9898078384,5450.5567205692305
1737472646.5459423,0.1622315616,0.1667481664,0.9865729728,5450.6200775076895
1737472646.5459616,0.1669923072,0.1679688704,0.9784552912000001,5450.62009673846
1737472646.5459807,0.1716309824,0.17388928480000002,0.970154504,5450.62011596923
1737472646.6029422,0.170288208,0.1727906512,0.975647672,5450.67664880769
1737472646.6029615,0.1693116448,0.1694337152,0.9835212128,5450.676668038461
