Timestamp,,,,
1737471484.8309424,3.4468048,-3.6561551999999997,2.0486432,4288.905199807689
1737471484.8309617,1.757048,-2.3626688,3.0879184,4288.90521903846
1737471484.8309808,6.101068799999999,-4.1720543999999995,1.5028367999999999,4288.90523826923
1737471484.8909423,7.028192,-3.2598848,2.915952,4288.96486110769
1737471484.8909616,7.8955008,-4.0599023999999995,4.6206624,4288.964880338461
1737471484.8909807,3.2972688,-5.667414399999999,0.4411312,4288.9648995692305
1737471484.9509423,2.4972512,-7.140344,-2.3028543999999997,4289.02491540769
1737471484.9509616,2.1458416,-6.6842592,-2.504728,4289.024934638461
1737471484.9509807,2.9682896,-6.056208,-2.579496,4289.024953869231
1737471484.9989424,3.6711088,-6.0188239999999995,-3.1552095999999996,4289.07286630769
1737471484.9989617,4.9047808,-7.0207152,-5.7047984,4289.0728855384605
1737471484.9989808,3.6486783999999997,-6.6842592,-4.336544,4289.07290476923
1737471485.0559423,7.850639999999999,-7.9104544,-5.5178784,4289.1298909076895
1737471485.0559616,9.271232,-8.6282272,-5.8244272,4289.12991013846
1737471485.0559807,8.1646656,-8.2693408,-5.2561903999999995,4289.12992936923
1737471485.1159422,3.5888639999999996,-8.261864,-6.7066896,4289.18984560769
1737471485.1159616,1.8617232,-7.1104368,-3.17764,4289.18986483846
1737471485.1159806,0.5383296,-7.2749264,-2.9608128,4289.18988406923
1737471485.1759424,-0.0448608,-7.409508799999999,-3.2000704,4289.249760707689
1737471485.1759617,-0.8598319999999999,-8.074944,-4.448696,4289.24977993846
1737471485.1759808,-1.4804064,-8.3590624,-3.6711088,4289.24979916923
1737471485.2389424,-0.2915952,-7.6936272,-4.897304,4289.313251607689
1737471485.2389617,-0.23178079999999998,-7.185204799999999,-5.4879712,4289.31327083846
1737471485.2389808,-1.4280688,-7.850639999999999,-5.9664864,4289.31329006923
1737471485.2839422,-2.1832256,-8.329155199999999,-5.7496592,4289.35802830769
1737471485.2839615,-2.3252848,-8.119804799999999,-4.29916,4289.358047538461
1737471485.2839806,-2.168272,-6.6693055999999995,-2.1981791999999998,4289.35806676923
1737471485.3559422,-0.9495536,-5.8618112,-1.158904,4289.43016050769
1737471485.3559616,0.25421119999999997,-5.8094736,0.45608479999999996,4289.4301797384605
1737471485.3559806,1.084136,-5.3907728,3.4542816,4289.43019896923
1737471485.4009423,2.168272,-4.2318688,6.6020144,4289.47512630769
1737471485.4009616,6.392664,-3.140256,10.131064,4289.47514553846
1737471485.4009807,10.7964992,-3.9552272,12.1797072,4289.47516476923
1737471485.4639423,10.2806,-2.0635968,10.385275199999999,4289.53784500769
1737471485.4639616,7.8805472,-7.0132384,1.5177904,4289.53786423846
1737471485.4639807,5.8169504,-9.7796544,0.9196464,4289.53788346923
1737471485.5209422,4.6057087999999995,-10.2506928,0.4934688,4289.594974107689
1737471485.5209615,4.2094384,-10.8712672,-0.0598144,4289.59499333846
1737471485.5209806,3.9178431999999996,-10.8936976,-0.0523376,4289.59501256923
1737471485.5809424,3.1477328,-10.9385584,0.261688,4289.65521790769
1737471485.5809617,1.981352,-11.110524799999999,0.6579583999999999,4289.6552371384605
1737471485.5809808,1.2860095999999999,-11.40212,1.1514271999999999,4289.65525636923
1737471485.6409423,1.3233936,-11.6787616,1.345824,4289.715166207689
1737471485.6409616,2.018736,-11.5815632,1.570128,4289.71518543846
1737471485.6409807,2.6991248,-10.6693936,1.7645248,4289.71520466923
1737471485.7009423,2.654264,-9.600211199999999,2.093504,4289.77498010769
1737471485.7009616,2.5570656,-8.6431808,2.1383647999999997,4289.7749993384605
1737471485.7009807,2.3551919999999997,-7.439416,2.0037824,4289.77501856923
1737471485.7489424,2.093504,-6.1758368,2.0860271999999997,4289.8230815076895
1737471485.7489617,2.2206096,-5.353388799999999,2.2505167999999998,4289.82310073846
