Timestamp,Channel_1,Channel_2,Channel_3,Channel_4
1737472644.9969423,5.2935744,1.3757312,-11.8432512,5449.07122730769
1737472644.9969616,3.4094208,1.5402208,-11.0208032,5449.07124653846
1737472644.9969807,2.4374368,1.6299424,-9.503012799999999,5449.07126576923
1737472645.0449424,1.8243391999999998,1.345824,-7.723534399999999,5449.11913060769
1737472645.0449617,0.9869376,1.0317984,-6.2730352,5449.1191498384605
1737472645.0449808,-0.0598144,0.9271231999999999,-5.42068,5449.11916906923
1737472645.1019423,-0.9794607999999999,0.5383296,-4.9795488,5449.17606860769
1737472645.1019616,-1.4056384,0.5532832,-4.7178607999999995,5449.17608783846
1737472645.1019807,-1.4654528,0.9420767999999999,-4.9346879999999995,5449.17610706923
1737472645.1619422,-1.2336719999999999,1.1738575999999998,-5.383296,5449.236084407689
1737472645.1619616,-1.0317984,0.6205744,-5.532832,5449.23610363846
1737472645.1619806,-0.822448,-0.08224479999999999,-5.338435199999999,5449.23612286923
1737472645.2219422,-0.8074944,-0.261688,-5.121608,5449.29606650769
1737472645.2219615,-0.9944143999999999,-0.09719839999999999,-4.8449664,5449.2960857384605
1737472645.2219806,-1.5327439999999999,-0.0448608,-4.7402912,5449.29610496923
1737472645.2849424,-2.018736,-0.4336544,-4.7701984,5449.35916440769
1737472645.2849617,-2.2131328,-0.6579583999999999,-4.523464,5449.35918363846
1737472645.2849808,-2.0785503999999997,-0.672912,-4.336544,5449.35920286923
1737472645.3299422,-1.7495711999999999,-0.4934688,-3.9851343999999997,5449.40411310769
1737472645.3299615,-1.644896,-0.7701104,-3.6711088,5449.404132338461
1737472645.3299806,-1.9140608,-1.2486256,-3.4692352,5449.404151569231
1737472645.3869424,-2.579496,-1.3607776,-3.5813872,5449.46110190769
1737472645.3869617,-2.8636144,-1.3906847999999998,-3.2598848,5449.461121138461
1737472645.3869808,-2.4822976,-1.644896,-2.6393104,5449.461140369231
1737472645.4469423,-1.9589215999999998,-1.9140608,-2.0336895999999998,5449.52113060769
1737472645.4469616,-1.570128,-2.1981791999999998,-1.8916304,5449.521149838461
1737472645.4469807,-1.4430223999999998,-2.7066016,-2.05612,5449.52116906923
1737472645.5069423,-1.2785328,-3.3720367999999996,-2.4897744,5449.581059407689
1737472645.5069616,-1.046752,-3.6636319999999998,-2.9383824,5449.58107863846
1737472645.5069807,-0.672912,-3.6337248,-3.4916655999999997,5449.58109786923
1737472645.5669422,-0.1719664,-3.6187712,-4.2169152,5449.64116440769
1737472645.5669615,0.45608479999999996,-3.775784,-4.8300127999999996,5449.6411836384605
1737472645.5669806,1.158904,-4.0299952,-4.815059199999999,5449.64120286923
1737472645.6149423,1.8841535999999999,-4.2019616,-4.261775999999999,5449.6892031076895
1737472645.6149616,1.9215376,-4.224392,-3.7159695999999998,5449.68922233846
1737472645.6149807,1.2112416,-4.560848,-3.5739104,5449.68924156923
1737472645.6869423,0.7775871999999999,-4.6580464,-3.5290496,5449.76123440769
