Timestamp,Channel_1,Channel_2,Channel_3,Channel_4
1737473052.9449422,5.869288,0.6280511999999999,5.772089599999999,5857.01933940769
1737473052.9449615,6.1459296,0.3514096,6.213220799999999,5857.01935863846
1737473052.9449806,6.3627568,-1.2037647999999999,6.4076176,5857.01937786923
1737473053.0069423,6.5945376,-2.5570656,5.7945199999999994,5857.08068420769
1737473053.0069616,6.4823856,-2.9309056,4.3215904,5857.080703438461
1737473053.0069807,6.116022399999999,-2.878568,2.9309056,5857.08072266923
1737473053.0679424,5.8543344,-3.4991423999999998,2.3252848,5857.14243740769
1737473053.0679617,5.383296,-4.0898096,2.6991248,5857.14245663846
1737473053.0679808,5.1515151999999995,-4.1421472,2.504728,5857.14247586923
1737473053.1129422,4.4412192,-5.016932799999999,1.2187184,5857.1866444076895
1737473053.1129615,3.9776575999999997,-6.504816,-0.485992,5857.18666363846
1737473053.1129806,3.7907376,-7.2450192,-1.1215199999999999,5857.18668286923
1737473053.1699424,3.252408,-7.1478208,-0.9121695999999999,5857.24447660769
1737473053.1699617,3.0654879999999998,-8.3889696,-0.0224304,5857.24449583846
1737473053.1699808,3.9552272,-8.9796368,0.5158992,5857.24451506923
1737473053.2299423,3.3047456,-9.293662399999999,1.0916128,5857.30430330769
1737473053.2299616,2.4000527999999997,-8.5833664,1.2112416,5857.304322538461
1737473053.2299807,1.1289968,-7.080529599999999,0.8598319999999999,5857.304341769231
1737473053.2899423,2.7813695999999997,-5.891718399999999,-0.1196288,5857.36454160769
1737473053.2899616,5.1888992,-7.0132384,-2.5720191999999997,5857.36456083846
1737473053.2899806,5.1888992,-8.2917712,-4.1271936,5857.36458006923
1737473053.3499422,5.7496592,-8.134758399999999,-4.3888815999999995,5857.4243276076895
1737473053.3499615,5.9141487999999995,-6.9908079999999995,-3.7084927999999997,5857.42434683846
1737473053.3499806,5.1739456,-6.7066896,-2.6617408,5857.42436606923
1737473053.4099424,4.815059199999999,-6.744073599999999,-1.5252671999999998,5857.484508007689
1737473053.4099617,4.7402912,-7.1029599999999995,-0.8523552,5857.48452723846
1737473053.4099808,3.9926112,-8.149712,-0.7551568,5857.48454646923
1737473053.4549422,3.0953952,-9.233848,-0.39627039999999997,5857.52948140769
1737473053.4549615,3.2449312,-5.7646128,0.7177728,5857.52950063846
1737473053.4549806,4.157100799999999,-0.5084223999999999,1.644896,5857.52951986923
1737473053.5149424,4.747768,2.691648,1.6374191999999999,5857.589311107689
1737473053.5149617,4.747768,4.583278399999999,1.009368,5857.58933033846
1737473053.5149808,4.695430399999999,6.3029424,0.8374016,5857.58934956923
1737473053.5789423,5.129084799999999,5.884241599999999,1.1364736,5857.65267580769
1737473053.5789616,5.2262832,3.2225007999999997,2.2729472,5857.6526950384605
1737473053.5789807,5.196376,0.0897216,4.0225184,5857.65271426923
1737473053.6349423,4.6879536,-2.3028543999999997,5.353388799999999,5857.70939260769
1737473053.6349616,3.0430576,-3.7683071999999997,5.4431104,5857.70941183846
1737473053.6349807,0.74768,-5.9066719999999995,5.458063999999999,5857.70943106923
1737473053.6949422,-1.5402208,-7.185204799999999,6.2281743999999994,5857.76932190769
1737473053.6949615,-2.4075295999999997,-7.6786736,7.6711968,5857.769341138461
1737473053.6949806,-0.9645071999999999,-5.869288,6.467432,5857.7693603692305
1737473053.7549424,1.5925584,-5.2188064,3.4916655999999997,5857.82933950769
1737473053.7549617,2.9682896,-5.1888992,0.2392576,5857.8293587384605
1737473053.7549808,3.3869903999999997,-5.2636671999999995,-1.6075119999999998,5857.82937796923
1737473053.8039422,2.7439856,-4.1047632,0.0224304,5857.87772810769
1737473053.8039615,3.401944,-2.915952,2.1533184,5857.877747338461
1737473053.8039806,3.9552272,-0.0448608,2.4598671999999997,5857.8777665692305
1737473053.8629422,4.2094384,0.4934688,2.5196815999999997,5857.9368570076895
1737473053.8629615,3.6112944,-1.6972336,2.2280864,5857.93687623846
1737473053.8629806,2.1757488,-2.5720191999999997,2.1458416,5857.93689546923
1737473053.9199424,2.0710736,-2.2953775999999997,2.2355632,5857.99438300769
1737473053.9199617,2.8561376,-3.4094208,2.7290319999999997,5857.994402238461
1737473053.9199808,2.3776224,-6.527246399999999,2.6318335999999998,5857.9944214692305
1737473053.9799423,1.4205919999999999,-7.8655935999999995,2.018736,5858.05434100769
1737473053.9799616,1.4205919999999999,-6.467432,1.1663808,5858.0543602384605
1737473053.9799807,1.9290143999999998,-3.5589568,0.38879359999999996,5858.05437946923
1737473054.0399423,1.8841535999999999,-1.5925584,0.16448959999999999,5858.114326207689
1737473054.0399616,1.4504991999999999,-1.0243216,0.5084223999999999,5858.11434543846
1737473054.0399806,0.7551568,-0.7551568,0.5906672,5858.11436466923
1737473054.0879424,0.8897392,-0.2093504,-0.0224304,5858.16260950769
1737473054.0879617,1.4878832,0.8074944,-0.25421119999999997,5858.162628738461
1737473054.0879807,2.6318335999999998,1.0018912,-0.3514096,5858.16264796923
1737473054.1599424,3.9552272,0.635528,0.1046752,5858.23437670769
1737473054.1599617,4.0075648,-1.3757312,0.9271231999999999,5858.234395938461
1737473054.1599808,2.766416,-3.3346527999999998,1.5551743999999998,5858.2344151692305
1737473054.2059424,1.8243391999999998,-3.3047456,1.7196639999999999,5858.27985560769
1737473054.2059617,1.9663983999999999,-2.579496,2.542112,5858.27987483846
1737473054.2059808,2.579496,-3.5589568,3.1477328,5858.27989406923
1737473054.2659423,2.8561376,-3.6860624,3.140256,5858.33970270769
